keyword,priority_score,content_type,difficulty,search_intent,word_count,estimated_competition,content_potential,processed_date
openbsd vscode,61.82386688621513,comparison,medium,informational,2,medium,good,2025-08-08 10:03:45
as400 vs os400,61.80823994079316,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
linux version command,61.80108835390823,reference,medium,informational,3,low,good,2025-08-08 10:03:44
as400 operator jobs,61.7902823193279,career,medium,informational,3,medium,good,2025-08-08 10:03:45
linux job opportunities,61.775224022044306,career,medium,informational,3,medium,good,2025-08-08 10:03:45
linux awk command,61.770924272946544,reference,medium,informational,3,low,good,2025-08-08 10:03:44
osx how to check application memory system,61.72840262970137,tutorial,expert,high_intent,7,medium,good,2025-08-08 10:03:45
macos jamf administrator jobs,61.64849125885183,career,medium,informational,4,medium,good,2025-08-08 10:03:44
linux introduction,61.634589444672635,general,beginner,informational,2,medium,good,2025-08-08 10:03:44
hpux certification training,61.62927925950892,general,medium,informational,3,medium,good,2025-08-08 10:03:46
macos vs windows,61.611205841602875,comparison,medium,informational,3,medium,good,2025-08-08 10:03:44
operating systems ebook free download,61.5717275675212,general,expert,high_intent,5,medium,good,2025-08-08 10:03:45
solaris careers,61.55462718289697,career,medium,informational,2,medium,good,2025-08-08 10:03:45
windows xp error,61.50496740827193,general,medium,informational,3,low,good,2025-08-08 10:03:44
as400 basics,61.441213083865996,general,beginner,informational,2,medium,good,2025-08-08 10:03:45
solaris gtr vst,61.412407913448824,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
android vs ios,61.37032775540313,comparison,medium,informational,3,medium,good,2025-08-08 10:03:44
hpux find command,61.325598099703576,reference,medium,informational,3,low,good,2025-08-08 10:03:45
solaris vs good year,61.222059118600555,comparison,medium,informational,4,medium,good,2025-08-08 10:03:45
linux grep command,61.21031613983835,reference,medium,informational,3,low,good,2025-08-08 10:03:44
osx terminal themes,61.18544950854294,reference,medium,informational,3,medium,good,2025-08-08 10:03:45
macos route command,61.12428866938788,reference,medium,informational,3,low,good,2025-08-08 10:03:44
osx file compare,61.11953651527119,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
as400 remote jobs usa,61.11872589128671,career,medium,informational,4,medium,good,2025-08-08 10:03:45
solaris tarkovsky,61.08311283252243,comparison,medium,informational,2,medium,good,2025-08-08 10:03:45
linux jobs salary,61.074075543869945,career,medium,informational,3,medium,good,2025-08-08 10:03:44
linux sed command,60.93296762728409,reference,medium,informational,3,low,good,2025-08-08 10:03:44
openbsd efi install,60.91248936776994,general,medium,high_intent,3,medium,good,2025-08-08 10:03:45
windows installation media,60.902050057333575,general,medium,high_intent,3,medium,good,2025-08-08 10:03:44
android jobs,60.70852434614605,career,medium,informational,2,medium,good,2025-08-08 10:03:44
as400 advanced job scheduler,60.63306318636326,career,medium,informational,4,medium,good,2025-08-08 10:03:45
solaris job openings,60.59818910250188,career,medium,informational,3,medium,good,2025-08-08 10:03:45
windows vs linux,60.59544781952484,comparison,medium,informational,3,medium,good,2025-08-08 10:03:44
linux engineer jobs,60.552463803891214,career,medium,informational,3,medium,good,2025-08-08 10:03:44
macos neu installieren,60.54097577912613,general,medium,high_intent,3,medium,good,2025-08-08 10:03:44
linux install,60.506051670811274,general,medium,high_intent,2,medium,good,2025-08-08 10:03:44
linux jobs entry level,60.46436927884347,career,medium,informational,4,medium,good,2025-08-08 10:03:44
openbsd install sets,60.446298339288596,general,medium,high_intent,3,medium,good,2025-08-08 10:03:45
linux job openings,60.42878113765921,career,medium,informational,3,medium,good,2025-08-08 10:03:45
linux jenkins install,60.31800779790115,general,medium,high_intent,3,medium,good,2025-08-08 10:03:44
as400 vs as400,60.29256777072015,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
windows error sound,60.26958338291914,general,medium,informational,3,low,good,2025-08-08 10:03:44
netbsd install xfce,60.22505459637237,general,medium,high_intent,3,medium,good,2025-08-08 10:03:45
hp-ux vs linux,60.202481843390984,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
aix jobs in south africa,60.18929277167508,career,medium,informational,5,medium,good,2025-08-08 10:03:45
openbsd jobs,60.14065512336161,career,medium,informational,2,medium,good,2025-08-08 10:03:45
linux usb installer,60.11746183707977,general,medium,high_intent,3,medium,good,2025-08-08 10:03:44
solaris movie tarkovsky,60.10898542730196,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
openbsd vs linux,60.103108730890945,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
linux terminal online,60.080210746521814,reference,medium,informational,3,medium,good,2025-08-08 10:03:44
as400 fresher jobs,60.05840282369965,career,medium,informational,3,medium,good,2025-08-08 10:03:45
as400 jobs in uk,60.02685811523797,career,medium,informational,4,medium,good,2025-08-08 10:03:45
operating systems free download linux,60.016196675984574,general,expert,high_intent,5,medium,good,2025-08-08 10:03:45
osx install usb,60.01539144792005,general,medium,high_intent,3,medium,good,2025-08-08 10:03:45
as400 vs cobol,60.005045832800185,comparison,medium,informational,3,medium,good,2025-08-08 10:03:45
linux help command,60.00402531138543,reference,medium,informational,3,low,good,2025-08-08 10:03:44
